61	14073	5048	173	699	120	1356	544
62	14295	5141	177	1162	115	1357	632
63	14434	5191	179	892	135	1357	573
64	14565	5241	181	833	139	1357	554
65	14708	5281	184	527	99	1356	532
66	14835	5335	187	684	116	1357	567
67	15034	5406	189	335	98	1356	652
68	15157	5453	191	47	227	1356	428
69	15285	5513	193	398	145	1357	527
70	15439	5571	197	1080	321	1357	477
71	15609	5633	198	746	143	1357	554
72	15853	5723	201	37	168	1356	504
73	16011	5764	205	487	107	1357	568
74	16149	5807	208	768	123	1357	580
75	16297	5860	209	363	103	1356	535
76	16436	5909	211	479	74	1357	579
77	16564	5954	213	624	140	1356	537
78	16695	6018	216	809	140	1356	545
79	16843	6068	218	828	132	1357	562
80	17008	6128	219	563	166	1356	559
81	17145	6179	223	369	116	1357	529
82	17292	6239	227	690	109	1356	496
83	17465	6300	230	500	141	1356	505
84	17594	6354	234	469	103	1356	528
85	17797	6420	238	59	173	1356	427
86	17945	6479	240	621	90	1357	584
87	18142	6538	242	739	130	1357	568
88	18283	6585	244	1162	89	1357	604
89	18474	6665	245	842	166	1356	532
90	18612	6728	248	484	108	1356	537
91	18756	6777	252	401	104	1356	541
92	18895	6826	254	813	89	1357	562
93	19005	6855	256	870	62	1357	481
94	19142	6901	258	519	168	1357	507
95	19234	6926	259	652	101	1357	564
96	19464	7015	260	710	158	1356	533
97	19777	7127	266	557	151	1356	518
98	19867	7162	268	79	95	1356	442
99	19996	7207	270	568	93	1357	587
100	20135	7266	271	447	117	1356	501
101	20247	7310	273	486	98	1357	527
102	20461	7370	274	639	86	1356	600
103	20653	7430	277	69	216	1356	433
104	20819	7488	280	492	168	1356	523
105	21033	7571	281	326	363	1357	453
106	21208	7632	282	404	139	1356	539
107	21330	7682	284	781	128	1357	516
108	21426	7714	287	423	95	1356	553
109	21573	7760	288	554	172	1357	521
110	21715	7814	289	709	121	1356	536
111	21873	7861	290	671	105	1357	599
112	22070	7936	292	464	106	1357	571
113	22214	7998	294	591	103	1356	535
114	22355	8048	296	512	96	1357	597
115	22448	8073	298	1162	120	1357	577
116	22728	8183	301	49	94	1357	510
117	22866	8230	304	1101	152	1356	525
118	22997	8284	307	703	97	1357	520
119	23159	8325	308	1162	107	1357	591
120	23218	8346	310	456	127	1357	533
121	23375	8386	312	552	135	1356	543
122	23490	8421	315	49	153	1357	513
123	23594	8467	317	510	96	1357	588
124	23713	8517	318	644	119	1356	539
125	23836	8561	319	1162	320	1356	503
126	24112	8663	321	314	91	1357	593
127	24229	8706	323	522	112	1356	548
128	24290	8725	325	357	78	1356	648
129	24355	8752	327	368	154	1357	475
130	24511	8802	328	765	133	1356	523
131	24621	8852	329	616	102	1356	544
132	24729	8908	330	363	210	1356	478
133	24855	8957	331	514	139	1356	560
134	25002	9009	333	515	87	1357	563
135	25157	9069	334	688	92	1357	556
136	25455	9153	335	652	87	1357	589
137	25595	9218	337	503	114	1356	537
138	25719	9278	338	512	129	1356	538
139	25796	9301	342	867	94	1357	564
140	25850	9331	344	552	103	1357	525
141	26065	9399	345	721	102	1356	596
142	26314	9491	347	543	113	1356	521
143	26398	9530	349	642	104	1357	557
144	26533	9572	351	1065	104	1356	547
145	26605	9607	353	706	120	1357	566
146	26753	9664	356	445	208	1356	469
147	27165	9840	359	592	97	1357	584
148	27250	9862	362	531	156	1356	539
149	27396	9919	365	680	110	1356	542
150	27454	9943	366	632	99	1356	550
151	27578	9988	367	428	99	1357	568
152	27641	10016	369	619	102	1357	614
153	27751	10061	370	510	123	1356	526
154	27946	10121	371	283	91	1356	531
155	28044	10158	373	627	144	1356	517
156	28106	10181	375	731	89	1357	566
157	28269	10229	376	39	140	1356	354
158	28358	10264	378	46	52	1356	190
159	28480	10314	379	1162	102	1357	581
160	28563	10361	381	482	131	1357	566
161	28668	10406	385	610	156	1356	517
162	28737	10431	388	756	124	1356	543
163	28809	10468	390	405	111	1356	548
164	28885	10479	391	464	103	1356	555
165	28969	10508	393	971	242	1356	492
166	29030	10529	394	327	102	1357	517
167	29142	10572	395	418	133	1357	519
168	29352	10644	396	374	78	1356	540
169	29407	10670	397	750	173	1357	527
170	29501	10698	399	37	133	1357	515
171	29600	10730	400	817	239	1356	546
172	29736	10797	402	42	154	1356	516
173	29912	10876	403	1113	86	1357	584
174	30018	10923	404	479	109	1357	583
175	30071	10952	405	52	208	1356	503
176	30209	10987	406	419	87	1357	632
177	30275	11012	407	490	106	1356	549
178	30366	11043	409	547	187	1356	485
179	30454	11067	410	631	253	1356	486
180	30514	11082	411	54	155	1357	469
181	31031	11246	414	803	116	1357	589
182	31194	11311	416	46	155	1356	507
183	31319	11358	418	604	149	1356	491
184	31432	11405	420	1016	114	1357	631
185	31515	11427	421	820	156	1356	541
186	31624	11464	423	477	138	1356	504
187	31734	11502	426	362	202	1356	495
188	31897	11560	428	409	178	1357	519
189	32112	11663	429	518	128	1356	527
190	32203	11702	431	503	122	1356	563
191	32331	11744	434	630	129	1357	522
192	32436	11789	437	376	103	1356	532
193	32616	11861	439	643	139	1356	517
194	32735	11904	441	298	196	1356	454
195	-32696	11956	442	1162	135	1356	526
196	-32559	12003	445	49	84	1356	471
197	-32480	12025	446	378	181	1356	523
198	-32312	12081	447	626	66	1356	495
199	-32169	12133	452	580	126	1356	517
200	33493	12181	454	418	87	1357	557
201	-31884	12231	458	433	121	1356	521
202	-31765	12276	459	565	138	1356	540
203	-31631	12329	464	490	94	1357	633
204	-31501	12383	466	86	80	1356	490
205	-31363	12430	467	574	148	1356	512
206	-31219	12484	469	547	159	1356	533
207	-31085	12535	473	1162	476	1356	489
208	-30966	12585	474	1121	134	1357	577
209	-30814	12638	477	505	82	1357	687
210	-30581	12721	478	508	137	1357	569
211	-30390	12780	482	300	145	1356	482
212	-30239	12845	485	747	152	1356	541
213	-30119	12899	488	503	266	1356	501
214	-29949	12954	490	48	94	1356	556
215	-29834	12996	492	713	119	1356	548
216	-29730	13029	493	1096	242	1356	403
217	-29546	13088	496	458	98	1357	585
218	-29404	13145	497	423	299	1356	484
219	-29137	13248	498	498	190	1356	486
220	-29039	13283	500	485	105	1356	524
221	-28707	13412	502	65	93	1357	578
222	-28389	13536	503	419	104	1356	562
223	-28230	13590	504	678	86	1356	650
224	-28084	13641	506	618	86	1358	753
225	-27955	13696	507	749	161	1356	513
226	-27572	13829	510	627	142	1356	521
227	-27445	13872	511	403	170	1356	504
228	-27302	13922	512	524	152	1356	521
229	-27062	13993	514	443	226	1356	477
230	-26786	14088	516	392	102	1356	535
231	-26532	14167	518	587	116	1356	486
232	-26389	14208	519	522	127	1356	529
233	-26290	14247	523	536	91	1357	585
234	-26076	14341	528	564	322	1356	489
235	-25921	14396	530	622	394	1356	477
236	-25509	14532	532	613	103	1357	572
237	-25300	14616	537	522	112	1356	524
238	-25166	14680	540	1162	156	1356	453
239	-25005	14750	543	663	172	1356	495
240	-24825	14830	544	461	103	1356	568
241	-24608	14942	547	1162	128	1357	570
242	-24262	15057	550	365	124	1356	521
243	-24134	15099	552	487	80	1357	626
244	-24030	15144	554	516	190	1356	487
245	-23707	15270	557	807	145	1356	552
246	-23488	15349	561	550	132	1357	518
247	-23221	15447	564	406	131	1356	517
248	-23096	15498	565	733	131	1356	545
249	-22961	15546	566	1009	146	1356	558
250	42837	15616	570	406	108	1356	507
251	-22572	15652	574	651	223	1356	534
252	-22450	15705	576	588	124	1356	529
253	-22302	15763	577	416	169	1357	508
254	-22079	15824	583	460	81	1356	628
255	-21940	15878	585	1162	164	1356	533
256	-21747	15948	587	706	117	1356	557
257	-21596	15997	588	452	147	1356	539
258	-21447	16056	590	512	210	1356	494
259	-21307	16104	591	1162	215	1356	522
260	-21080	16203	593	444	99	1357	564
261	-20927	16277	597	1162	1162	1356	508
262	-20780	16328	599	396	121	1356	558
263	-20593	16401	601	674	562	1356	440
264	-20465	16446	603	42	138	1356	409
265	-20335	16503	606	538	102	1357	579
266	-19628	16780	615	308	102	1356	512
267	-19377	16833	618	525	113	1356	604
268	-19247	16896	623	391	89	1356	611
269	-19120	16953	625	415	97	1356	594
270	-18957	17010	628	433	128	1356	546
271	-18701	17103	631	385	127	1356	508
272	-18474	17205	637	74	60	1356	514
273	-18270	17278	639	418	127	1356	497
274	-18039	17342	643	54	223	1356	465
275	-17909	17387	645	513	141	1356	539
276	-17670	17482	649	54	135	1356	532
277	-17521	17537	651	423	109	1357	576
278	-17336	17611	654	421	140	1356	460
279	-17127	17687	657	410	342	1356	493
280	-17005	17726	659	510	156	1356	502
281	-16896	17759	663	770	116	1356	536
282	-16491	17911	669	525	77	1357	677
283	-16274	17973	671	562	162	1356	480
284	-16159	18010	676	1162	106	1357	581
285	-16012	18069	678	626	181	1356	491
286	-15845	18123	680	622	128	1357	578
287	-15722	18169	682	609	279	1356	483
288	-15582	18222	684	507	167	1356	509
289	-15460	18284	687	444	195	1356	476
290	-15288	18354	688	668	137	1357	579
291	-15083	18426	689	697	153	1356	545
292	-14823	18515	690	408	113	1356	543
293	-14719	18581	691	518	232	1356	507
294	-14569	18634	693	541	106	1357	581
295	-14444	18675	695	441	144	1356	538
296	-14308	18716	697	739	725	1356	443
297	-14208	18757	700	769	176	1356	532
298	-14078	18811	703	320	105	1356	530
299	-13930	18859	705	471	168	1356	494
300	51758	18900	707	494	269	1356	494
301	-13616	18979	712	646	126	1356	537
302	-13175	19159	717	547	105	1356	562
303	-12957	19236	719	437	165	1356	510
304	-12823	19276	720	689	697	1356	498
305	-12668	19322	722	368	172	1356	510
306	-12534	19373	724	526	95	1356	545
307	-12399	19426	726	340	104	1356	495
308	-12274	19471	727	468	101	1356	537
309	-12011	19588	729	520	127	1356	549
310	-11842	19639	731	456	148	1356	562
311	-11693	19691	732	1162	190	1356	543
312	-11586	19732	734	503	87	1357	575
313	-11463	19790	736	880	102	1357	576
314	-11264	19872	738	538	105	1356	533
315	-11167	19909	741	533	96	1356	532
316	-11015	19964	747	533	129	1357	515
317	-10883	20016	751	1162	220	1356	527
318	-10708	20090	753	79	126	1356	513
319	-10599	20122	755	835	227	1356	478
320	-10241	20239	756	361	134	1356	524
321	-10117	20297	760	510	181	1356	506
322	-9993	20347	763	478	140	1356	534
323	-9815	20427	767	51	89	1356	227
324	-9686	20478	770	667	120	1357	570
325	-9553	20530	772	591	119	1356	529
326	-9372	20598	774	414	201	1356	501
327	-9265	20642	775	78	180	1356	428
328	-9139	20678	776	421	106	1357	577
329	-8975	20730	778	638	127	1356	533
330	-8820	20791	780	401	86	1357	570
331	-8282	20982	786	1147	117	1356	545
332	-8146	21047	787	355	99	1356	551
333	-8007	21098	791	505	145	1356	511
334	-7851	21149	792	500	89	1356	536
335	-7687	21197	795	794	102	1356	548
336	-7598	21243	797	414	120	1356	551
337	-7488	21282	801	681	128	1356	557
338	-7331	21343	802	94	149	1355	269
339	-7114	21409	804	972	124	1356	566
340	-7023	21443	806	685	211	1356	491
341	-6882	21496	807	416	107	1356	584
342	-6757	21549	809	782	126	1356	515
343	-6541	21630	811	48	99	1356	475
344	-6366	21709	813	679	265	1356	505
345	-6094	21809	816	361	106	1356	516
346	-5992	21854	817	91	159	1356	429
347	-5729	21967	823	712	116	1356	550
348	-5475	22047	824	540	213	1356	455
349	-5370	22094	827	521	144	1356	519
350	60351	22177	832	503	94	1357	580
351	-4987	22239	834	493	120	1356	493
352	-4713	22347	839	597	168	1356	520
353	-4473	22457	843	753	168	1356	530
354	-4147	22581	844	543	103	1356	548
355	-3974	22641	846	463	267	1356	495
356	-3839	22684	848	70	186	1356	559
357	-3689	22735	851	1018	120	1356	581
358	-3418	22861	853	409	100	1356	478
359	-3218	22937	855	1162	321	1356	531
360	-3072	22984	857	764	217	1355	490
361	-2952	23035	860	876	247	1356	524
362	-2801	23097	865	44	107	1356	548
363	-2651	23144	866	423	109	1356	502
364	-2548	23187	868	473	107	1356	521
365	-2399	23252	872	573	212	1356	513
366	-2182	23323	876	380	208	1355	489
367	-2078	23358	877	373	120	1356	538
368	-1905	23425	879	1162	682	1356	519
369	-1800	23462	880	778	140	1356	563
370	-1697	23498	881	432	106	1356	545
371	-1540	23546	882	563	144	1356	544
372	-1378	23580	883	522	119	1356	504
373	-1243	23650	884	418	100	1356	598
374	-1048	23725	886	504	122	1356	516
375	-910	23777	888	458	113	1356	545
376	-651	23865	890	421	247	1356	477
377	-557	23901	893	754	117	1356	572
378	-387	23976	894	451	140	1356	533
379	-177	24064	896	503	132	1356	525
380	-33	24125	898	667	183	1356	487
381	100	24182	899	683	111	1356	583
382	224	24227	901	445	97	1356	536
383	364	24260	903	582	124	1356	544
384	504	24312	906	1162	119	1356	518
385	634	24360	910	698	70	1356	462
386	778	24413	912	57	131	1356	472
387	906	24456	914	626	117	1356	550
388	1163	24567	917	1162	189	1356	568
389	1285	24610	921	551	244	1356	453
390	1415	24665	924	366	98	1356	560
391	1620	24739	927	477	116	1356	510
392	1756	24793	933	584	110	1356	563
393	1885	24840	936	444	130	1356	524
394	2017	24885	937	628	143	1356	562
395	2134	24934	939	1067	116	1357	581
396	2273	24971	941	377	154	1356	514
397	2521	25048	946	351	76	1356	620
398	2650	25099	950	623	87	1357	584
399	2796	25178	953	422	92	1356	570
400	3022	25277	956	891	103	1356	547
401	3136	25320	958	689	206	1356	488
402	3233	25354	959	554	110	1356	548
403	3333	25408	962	137	104	1356	474
404	3457	25458	964	462	83	1356	523
405	3593	25514	966	1162	1162	1356	474
406	3736	25562	967	665	196	1356	494
407	3889	25627	970	594	175	1356	518
408	4016	25696	974	692	132	1356	526
409	4142	25751	978	587	80	1356	601
410	4270	25809	981	527	121	1356	512
411	4375	25848	983	474	106	1356	590
412	4530	25892	985	445	108	1356	603
413	4685	25944	988	361	104	1356	552
414	4819	25983	990	595	162	1356	499
415	4980	26064	992	636	127	1357	584
416	5120	26130	995	588	153	1356	510
417	5285	26200	999	761	121	1356	557
418	5622	26331	1003	922	542	1356	469
419	5767	26392	1006	525	81	1357	577
420	6024	26472	1009	411	107	1356	520
421	6177	26523	1010	50	126	1356	553
422	6315	26586	1012	605	148	1356	529
423	6435	26619	1014	464	114	1356	515
424	6630	26684	1019	90	162	1356	517
425	6792	26737	1025	295	140	1356	506
426	6923	26789	1026	514	123	1356	569
427	7042	26850	1029	327	96	1356	539
428	7171	26898	1031	480	141	1356	537
429	7314	26946	1033	747	217	1356	526
430	7447	26991	1036	42	179	1356	397
431	7708	27081	1038	497	113	1356	531
432	7833	27136	1040	504	121	1356	594
433	7947	27182	1043	517	179	1356	521
434	8154	27273	1046	610	114	1356	538
435	8331	27336	1048	1091	127	1356	535
436	8564	27416	1049	737	128	1356	512
437	8705	27475	1051	861	184	1355	492
438	8788	27506	1052	982	111	1357	572
439	8921	27565	1055	593	158	1356	488
440	9097	27622	1056	385	114	1356	529
441	9292	27701	1057	486	217	1355	544
442	9398	27755	1059	988	97	1356	448
443	9518	27814	1060	603	139	1356	552
444	9646	27865	1062	544	75	1356	612
445	9817	27922	1065	630	88	1356	599
446	9955	27966	1066	454	132	1356	504
447	10096	28010	1069	471	78	1356	589
448	10236	28065	1072	462	447	1356	486
449	10350	28105	1074	383	115	1356	547
450	10577	28198	1076	411	134	1355	539
451	10673	28243	1078	430	107	1356	546
452	10816	28302	1082	1162	1162	1356	523
453	11055	28383	1085	1162	396	1356	502
454	11193	28436	1086	997	485	1356	519
455	11278	28474	1090	715	146	1356	531
456	11421	28511	1091	744	107	1356	528
457	11540	28557	1093	608	126	1356	532
458	11646	28606	1094	532	138	1356	529
459	11788	28647	1096	403	138	1356	508
460	11909	28690	1100	443	121	1356	491
461	12045	28752	1102	64	158	1356	454
462	12278	28835	1104	1162	95	1356	594
463	12418	28874	1106	81	119	1355	494
464	12536	28930	1110	523	102	1356	511
465	12674	28976	1113	77	158	1355	491
466	12794	29033	1114	42	104	1356	474
467	12928	29078	1115	647	128	1356	528
468	13061	29129	1118	780	105	1356	555
469	13190	29172	1122	445	103	1356	566
470	13333	29226	1124	405	121	1356	538
471	13581	29315	1125	611	112	1356	558
472	13781	29382	1128	540	106	1356	527
473	13929	29430	1132	825	89	1357	576
474	14153	29516	1133	426	116	1356	617
475	14305	29566	1137	482	105	1356	537
476	14506	29642	1141	578	102	1356	546
477	14610	29676	1142	520	111	1356	546
478	14756	29723	1146	721	112	1355	426
479	14880	29781	1150	462	100	1356	563
480	15017	29832	1151	470	96	1356	543
481	15136	29884	1156	496	116	1355	534
482	15384	29977	1157	667	233	1356	492
483	15762	30126	1161	671	135	1356	545
484	15900	30190	1162	531	132	1356	542
485	16184	30317	1167	401	147	1355	492
486	16298	30363	1171	495	148	1356	503
487	16443	30423	1174	904	247	1356	534
488	16567	30464	1176	876	206	1355	494
489	16717	30514	1179	372	98	1356	554
490	16840	30572	1181	845	114	1356	561
491	17105	30687	1184	593	199	1356	469
492	17221	30730	1186	629	118	1356	499
493	17410	30797	1187	550	212	1356	525
494	17548	30857	1190	442	123	1356	509
495	17652	30898	1192	558	88	1356	583
496	17853	30970	1195	483	134	1356	522
497	18079	31059	1196	531	227	1355	496
498	18211	31104	1197	467	102	1356	535
499	18349	31147	1199	708	71	1356	477
500	18460	31200	1202	709	161	1356	519
501	18600	31246	1205	555	122	1356	524
502	18736	31305	1206	1044	146	1356	536
503	18879	31362	1208	53	156	1356	527
504	19037	31417	1210	527	96	1356	544
505	19154	31468	1213	559	98	1356	564
506	19288	31518	1214	522	121	1355	489
507	19812	31691	1217	505	148	1356	521
508	19951	31737	1218	35	83	1356	294
509	20087	31783	1220	426	164	1355	490
510	20214	31841	1222	794	117	1356	585
511	20316	31886	1225	81	63	1356	504
512	20488	31950	1229	1101	117	1355	437
513	20639	32000	1230	62	89	1356	334
514	20741	32050	1232	547	106	1356	533
515	20878	32114	1234	423	121	1356	567
516	21009	32152	1235	1036	167	1356	535
517	21125	32204	1236	418	134	1356	513
518	21318	32290	1238	833	113	1356	556
519	21479	32342	1239	533	116	1356	533
520	21683	32412	1243	581	112	1356	564
521	21803	32471	1244	613	130	1356	558
522	21932	32521	1246	338	114	1356	527
523	22111	32574	1249	636	113	1356	541
524	22293	32644	1251	1031	105	1356	596
525	22388	32687	1254	48	194	1356	514
526	22551	32731	1255	999	133	1356	588
527	22696	-32745	1257	444	120	1356	512
528	22839	-32697	1259	464	119	1355	548
529	22969	-32650	1263	500	91	1356	580
530	23241	-32545	1269	441	114	1355	540
531	23389	-32483	1274	447	147	1355	541
532	23547	-32430	1279	467	107	1356	574
533	23699	-32370	1282	385	224	1355	487
534	23868	-32309	1285	531	109	1356	552
535	24024	-32251	1287	533	89	1356	547
536	24123	-32207	1291	268	207	1356	569
537	24279	-32150	1295	1162	176	1356	564
538	24531	-32064	1298	375	96	1356	548
539	24667	-32023	1300	400	93	1356	525
540	24954	-31921	1302	870	101	1355	537
541	25143	-31834	1305	856	183	1356	523
542	25269	-31772	1307	65	176	1355	337
543	25385	-31732	1308	665	165	1356	505
544	25451	-31699	1310	430	115	1356	522
545	25559	-31663	1312	439	136	1356	505
546	25682	-31626	1314	481	129	1355	534
547	25868	-31542	1316	544	153	1356	531
548	26009	-31492	1317	40	160	1355	372
549	26140	-31444	1318	677	89	1356	633
550	26366	34175	1320	455	137	1356	554
551	26693	-31228	1322	1162	120	1356	602
552	26820	-31167	1324	580	334	1356	514
553	26956	-31132	1326	1162	1127	1356	514
554	27105	-31082	1329	548	90	1356	600
555	27245	-31028	1332	561	354	1356	475
556	27379	-30985	1337	534	121	1356	535
557	27469	-30960	1340	650	121	1356	562
558	27595	-30914	1342	545	108	1355	537
559	27716	-30863	1344	453	105	1356	577
560	27837	-30802	1345	540	169	1356	531
561	27929	-30777	1346	429	120	1356	509
562	28081	-30720	1347	592	167	1356	505
563	28240	-30660	1349	46	286	1355	383
564	28509	-30562	1352	491	118	1356	474
565	28642	-30510	1353	731	185	1355	533
566	28813	-30449	1354	483	263	1356	524
567	28924	-30404	1356	1162	159	1356	520
568	29013	-30368	1359	332	107	1355	540
569	29113	-30335	1360	40	206	1356	542
570	29253	-30276	1361	492	85	1356	534
571	29370	-30235	1365	389	113	1356	546
572	29515	-30186	1368	772	123	1356	506
573	29629	-30129	1370	713	184	1356	444
574	29754	-30077	1373	454	96	1356	557
575	29905	-30018	1374	390	142	1355	505
576	30061	-29960	1377	641	141	1356	540
577	30173	-29911	1378	478	114	1356	552
578	30298	-29864	1379	98	140	1356	504
579	30517	-29780	1382	444	79	1356	592
580	30759	-29715	1384	105	83	1355	479
581	30856	-29673	1387	540	267	1355	503
582	31119	-29540	1390	388	128	1355	532
583	31282	-29472	1392	624	114	1356	603
584	31397	-29427	1394	557	98	1355	544
585	31899	-29269	1395	458	101	1356	570
586	32052	-29203	1397	1162	100	1363	746
587	32253	-29143	1398	58	60	1355	503
588	32391	-29085	1399	643	260	1355	491
589	32519	-29031	1401	617	200	1355	499
590	32655	-28973	1405	1093	506	1356	503
591	32759	-28936	1407	944	121	1356	582
592	-32665	-28877	1410	560	131	1356	571
593	-32555	-28835	1412	569	136	1356	517
594	-32443	-28780	1413	1162	280	1355	484
595	-32268	-28721	1414	63	147	1355	551
596	-32133	-28679	1419	700	91	1356	576
597	-31917	-28600	1422	39	247	1356	512
598	-31561	-28486	1424	643	160	1355	550
599	-31421	-28411	1428	356	102	1356	581
600	34296	37181	1431	412	117	1356	519
601	-30984	-28277	1436	371	268	1355	483
602	-30839	-28227	1437	638	94	1356	573
603	-30676	-28163	1442	476	141	1356	513
604	-30578	-28133	1445	38	456	1356	474
605	-30489	-28100	1447	630	115	1356	559
606	-30387	-28062	1448	276	206	1355	491
607	-30266	-27994	1450	576	126	1356	523
608	-30143	-27940	1452	340	115	1355	543
609	-29981	-27875	1453	445	91	1355	545
610	-29858	-27830	1456	902	102	1356	633
611	-29609	-27722	1459	466	161	1355	540
612	-29438	-27655	1461	720	114	1356	583
613	-29296	-27614	1462	819	139	1356	567
614	-29163	-27573	1463	487	136	1355	472
615	-29020	-27525	1464	554	97	1355	543
616	-28879	-27469	1469	558	120	1356	534
617	-28655	-27389	1471	45	115	1356	528
618	-28377	-27293	1474	412	135	1355	487
619	-28131	-27197	1477	651	188	1355	491
620	-27710	-27029	1479	497	99	1355	544
621	-27581	-26993	1481	574	134	1355	543
622	-27436	-26929	1483	557	149	1355	527
623	-27309	-26878	1486	745	116	1355	526
624	-27164	-26816	1489	399	104	1356	571
625	-26932	-26709	1491	44	142	1355	431
626	-26665	-26608	1494	127	125	1355	476
627	-26560	-26566	1495	684	84	1356	567
628	-26439	-26521	1497	412	85	1356	579
629	-26303	-26474	1503	52	108	1355	385
630	-26169	-26430	1505	312	144	1356	514
631	-26083	-26385	1506	547	204	1356	475
632	-25967	-26334	1509	507	85	1356	588
633	-25839	-26294	1510	479	89	1356	556
634	-25709	-26236	1512	487	211	1356	525
635	-25627	-26202	1514	44	167	1355	494
636	-25489	-26150	1515	836	680	1356	466
637	-25363	-26098	1516	578	120	1356	522
638	-25220	-26045	1521	911	109	1356	541
639	-25103	-25994	1523	856	158	1356	505
640	-24956	-25929	1526	725	153	1356	526
641	-24738	-25855	1530	361	89	1355	530
642	-24567	-25786	1532	481	135	1355	519
643	-24429	-25731	1535	840	197	1355	491
644	-24199	-25655	1536	314	126	1356	515
645	-24069	-25614	1539	36	160	1356	517
646	-23942	-25574	1541	687	162	1356	517
647	-23742	-25484	1543	434	214	1355	489
648	-23603	-25432	1544	448	164	1355	500
649	-23368	-25348	1545	509	98	1356	591
650	42408	40301	1547	491	170	1356	522
651	-22995	-25180	1550	375	157	1355	545
652	-22855	-25124	1551	488	178	1355	536
653	-22752	-25089	1552	523	155	1355	497
654	-22621	-25050	1555	1162	571	1356	515
655	-22492	-25001	1556	531	118	1355	595
656	-22391	-24962	1559	836	88	1355	604
657	-22227	-24887	1561	83	66	1355	484
658	-22078	-24841	1563	45	189	1355	491
659	-21949	-24799	1565	481	161	1355	501
660	-21827	-24762	1568	88	427	1356	506
661	-21567	-24670	1571	747	146	1355	557
662	-21461	-24631	1572	64	190	1356	511
663	-21339	-24576	1575	326	108	1355	544
664	-21225	-24518	1576	519	107	1355	537
665	-21131	-24486	1577	55	151	1356	509
666	-20935	-24397	1581	411	132	1355	538
667	-20808	-24335	1584	578	121	1356	528
668	-20650	-24276	1587	526	117	1356	555
669	-20527	-24233	1590	802	97	1355	545
670	-20423	-24193	1592	515	132	1356	517
671	-20213	-24125	1593	790	138	1355	529
672	-20120	-24087	1595	510	125	1355	542
673	-19988	-24045	1597	48	193	1355	447
674	-19850	-23990	1601	824	103	1356	595
675	-19696	-23943	1603	43	96	1355	444
676	-19547	-23904	1605	556	107	1356	601
677	-19409	-23858	1608	458	123	1356	507
678	-19146	-23742	1610	437	140	1356	561
679	-19037	-23693	1611	634	105	1355	530
680	-18885	-23636	1615	473	121	1355	537
681	-18530	-23492	1618	41	129	1355	466
682	-18411	-23445	1620	461	102	1356	570
683	-18294	-23410	1623	767	162	1356	523
684	-18154	-23368	1624	568	125	1355	484
685	-17990	-23300	1627	1101	104	1355	539
686	-17865	-23255	1628	398	98	1355	535
687	-17700	-23187	1629	440	92	1355	646
688	-17556	-23144	1631	595	103	1356	570
689	-17446	-23107	1634	495	198	1355	509
690	-17321	-23059	1636	513	97	1355	551
691	-17200	-23012	1639	508	223	1356	472
692	-17092	-22971	1640	444	116	1356	564
693	-16862	-22876	1642	462	110	1356	573
694	-16735	-22825	1647	119	139	1355	439
695	-16577	-22752	1648	910	208	1355	501
696	-16393	-22685	1649	954	126	1356	580
